let treemapcbp_text = 
`name,total_obligated_amount,country,address,county,city,state,zip4
DEPLOYED RESOURCES LLC,3606752206,USA,164 MCPIKE RD,ROME,ONEIDA,NY,134414241
LOYAL SOURCE GOVERNMENT SERVICES LLC,1111017904,USA,"3680 AVALON PARK EAST BLVD., SUITE 310",ORLANDO,ORANGE,FL,328289374
"LEIDOS, INC.",919228121.2,USA,1750 PRESIDENTS ST,RESTON,FAIRFAX,VA,201905661
LOCKHEED MARTIN AERONAUTICAL SYSTEMS SUPPORT COMPANY,762913090.5,USA,86 S COBB DR,MARIETTA,COBB,GA,300630001
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",729447922.6,USA,14200 KIRKHAM WAY,POWAY,SAN DIEGO,CA,920647103
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,702076082.7,USA,12010 SUNSET HILLS RD FL 4,RESTON,FAIRFAX,VA,201905856
PAE AVIATION AND TECHNICAL SERVICES LLC,573896304.2,USA,901 LINCOLN DR W STE 200,MARLTON,BURLINGTON,NJ,80533131
ACCENTURE FEDERAL SERVICES LLC,544354170,USA,800 N GLEBE RD STE 300,ARLINGTON,ARLINGTON,VA,222032149
"AMENTUM SERVICES, INC.",538219707.1,USA,4800 WESTFIELDS BLVD STE 400,CHANTILLY,FAIRFAX,VA,201514247
SCIENCE APPLICATIONS INTERNATIONAL CORP,535869447.1,USA,11720 PLAZA AMERICA DR,RESTON,FAIRFAX,VA,201904757
RAPISCAN SYSTEMS INC,416578169.8,USA,2805 COLUMBIA ST,TORRANCE,LOS ANGELES,CA,905033804
DELOITTE CONSULTING LLP,406641144.7,USA,1919 N LYNN ST,ARLINGTON,ARLINGTON,VA,222091742
"SLSCO, LTD.",392234010.8,USA,6702 BROADWAY ST,GALVESTON,GALVESTON,TX,77554
INTERNATIONAL BUSINESS MACHINES CORPORATION,368619368.4,USA,6710 ROCKLEDGE DR,BETHESDA,MONTGOMERY,MD,208171826
DEV TECHNOLOGY GROUP INC,352799027.4,USA,11480 COMMERCE PARK DR STE 400,RESTON,FAIRFAX,VA,201911556
"MANTECH ADVANCED SYSTEMS INTERNATIONAL, INC.",328855641.7,USA,2251 CORPORATE PARK DR STE 600,HERNDON,FAIRFAX,VA,201716005
"CACI, INC. - FEDERAL",325633331.9,USA,14370 NEWBROOK DRIVE,CHANTILLY,FAIRFAX,VA,201514206
NORTHROP GRUMMAN SYSTEMS CORPORATION,295457220.8,USA,7575 COLSHIRE DR,MCLEAN,FAIRFAX,VA,221027508
BCCG A JOINT VENTURE,292668843,USA,445 DEXTER AVE,MONTGOMERY,MONTGOMERY,AL,361043775
FISHER SAND & GRAVEL CO,260074078,USA,3020 ENERGY DR,DICKINSON,STARK,ND,586017184
"CADDELL CONSTRUCTION CO. (DE), LLC",256813184,USA,2700 LAGOON PARK DR,MONTGOMERY,MONTGOMERY,AL,361091110
AMERICAN SCIENCE & ENGINEERING INC,225766236.9,USA,829 MIDDLESEX TPKE,BILLERICA,MIDDLESEX,MA,18213907
"RANGER LAND SYSTEMS, INC.",215205936.6,USA,2707 ARTIE STREET BUILDING 100 SUITE 17,HUNTSVILLE,MADISON,AL,358054794
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",215170446.2,USA,3150 FAIRVIEW PARK DR STE 100,FALLS CHURCH,FAIRFAX,VA,220424504
GENERAL DYNAMICS ONE SOURCE LLC,189152627,USA,3150 FAIRVIEW PARK DR STE 100,FALLS CHURCH,FAIRFAX,VA,220424504
THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,186115386.6,USA,11100 JOHNS HOPKINS RD,LAUREL,HOWARD,MD,207236005
ISS ACTION INC,171606935.7,USA,204 E MCKENZIE ST,PUNTA GORDA,CHARLOTTE,FL,339506073
AVANTUS FEDERAL LLC,166057343.6,USA,8281 GREENSBORO DR,MCLEAN,FAIRFAX,VA,221025212
"FOUR POINTS TECHNOLOGY, L.L.C.",150827834.2,USA,14900 CONFERENCE CENTER DR STE 100,CHANTILLY,FAIRFAX,VA,201513813
GLOBAL MARITEK SYSTEMS INC,148177127.2,USA,6080 US 1 N,SAINT AUGUSTINE,ST. JOHNS,FL,320958008
"CENTERRA GROUP, LLC",141647722.7,USA,13530 DULLES TECHNOLOGY DR,HERNDON,FAIRFAX,VA,201714642
"TRAILBOSS ENTERPRISES, INC.",137802125.9,USA,201 E 3RD AVE,ANCHORAGE,ANCHORAGE,AK,995012503
UNISSANT INC.,126058634.8,USA,"11800 SUNRISE VALLEY DRIVE, SUITE 1000",RESTON,FAIRFAX,VA,201915332
DELL FEDERAL SYSTEMS L.P,124036923.2,USA,1 DELL WAY,ROUND ROCK,WILLIAMSON,TX,786827000
SMITHS DETECTION INC.,120054442.9,USA,2202 LAKESIDE BLVD,EDGEWOOD,HARFORD,MD,210401102
PARAGON SYSTEMS INC,116487743.6,USA,13900 LINCOLN PARK DR STE 300,HERNDON,FAIRFAX,VA,201713244
"SEV1TECH, LLC",112971632.2,USA,12700 BLACK FOREST LN STE 306,WOODBRIDGE,PRINCE WILLIAM,VA,221925306
"NTT DATA FEDERAL SERVICES, INC.",106020193.1,USA,2551 DULLES VIEW DR,HERNDON,FAIRFAX,VA,201715298
NATIVE ENERGY & TECHNOLOGY INC,97359240.47,USA,12793 COGBURN AVE,SAN ANTONIO,BEXAR,TX,782492239
GUIDEHOUSE INC.,94716037.75,USA,1676 INTERNATIONAL DR STE 800,MC LEAN,FAIRFAX,VA,221023600
PERATON INC.,92666318.97,USA,12975 WORLDGATE DR STE 7322,HERNDON,FAIRFAX,VA,201706008
BOOZ ALLEN HAMILTON INC,92068114.2,USA,8283 GREENSBORO DR,MC LEAN,FAIRFAX,VA,221023830
"ACUITY-CHS, LLC",88998161.74,USA,8810 ASTRONAUT BLVD,CAPE CANAVERAL,BREVARD,FL,329204239
FOUR LLC,88187866.83,USA,2303 DULLES STATION BLVD STE 105,HERNDON,FAIRFAX,VA,201716354
"SCIENCE AND ENGINEERING SERVICES, LLC",85055012.13,USA,248 DUNLOP BLVD SW,HUNTSVILLE,MADISON,AL,358241102
ADC LTD NM,84521413.88,USA,2100 AIR PARK RD SE STE 120,ALBUQUERQUE,BERNALILLO,NM,871063227
ASTROPHYSICS INC,81559664.2,USA,21481 FERRERO PKWY,CITY OF INDUSTRY,LOS ANGELES,CA,917895233
"ANDURIL INDUSTRIES, INC.",81068934.98,USA,1375 SUNFLOWER AVE,COSTA MESA,ORANGE,CA,92626
PERATON ENTERPRISE SOLUTIONS LLC,80481638.46,USA,15050 CONFERENCE CENTER DR,CHANTILLY,FAIRFAX,VA,201513857
PARSONS GOVERNMENT SERVICES INC.,78459080.56,USA,5875 TRINITY PKWY STE 230,CENTREVILLE,FAIRFAX,VA,201201922
"THUNDERCAT TECHNOLOGY, LLC",74491593.64,USA,11190 SUNRISE VALLEY DR STE 200,RESTON,FAIRFAX,VA,201914393
"CERRUDO SERVICES, LLC",73933038.57,USA,74 DIGITAL DR STE 1,NOVATO,MARIN,CA,949495742
THE MITRE CORPORATION,67400006.59,USA,7515 COLSHIRE DR,MC LEAN,FAIRFAX,VA,221027539
"WORKWEAR OUTFITTERS, LLC",65794584.54,USA,545 MARRIOTT DR STE 100,NASHVILLE,DAVIDSON,TN,37214
G4S SECURE SOLUTIONS (USA) INC.,64042629.85,USA,1395 UNIVERSITY BLVD,JUPITER,PALM BEACH,FL,334585289
RED RIVER TECHNOLOGY LLC,63876221.71,USA,21 WATER ST STE 500,CLAREMONT,SULLIVAN,NH,37432247
TUTOR PERINI CORPORATION,63587936,USA,15901 OLDEN ST,SYLMAR,LOS ANGELES,CA,913421051
"PROFESSIONAL CONTRACT SERVICES, INC.",63119049.54,USA,718 W FM 1626,AUSTIN,TRAVIS,TX,787483820
"KOMAN CONSTRUCTION, LLC",61218105.66,USA,2700 GAMBELL ST STE 401,ANCHORAGE,ANCHORAGE,AK,995032833
"TIGUA FACILITY SERVICES, INC.",61127351.52,USA,9180 SOCORRO RD,EL PASO,EL PASO,TX,799076645
"CHENEGA IT ENTERPRISE SERVICES, LLC",60976393.66,USA,10505 FURNACE RD STE 205,LORTON,FAIRFAX,VA,220792636
"BCSS, LLC",59486654.59,USA,2250 LOVVORN RD,CARROLLTON,CARROLL,GA,301176610
BARNARD SPENCER JOINT VENTURE,59238369,USA,701 GOLD AVE,BOZEMAN,GALLATIN,MT,597152453
GRANT THORNTON LLP,58227670.96,USA,171 N CLARK ST,CHICAGO,COOK,IL,606013370
"FEDERAL MISSION SOLUTIONS, LLC",57729225.97,USA,58 W MAIN ST STE B,LURAY,PAGE,VA,228351231
"DIGNARI, LLC",56591993.98,USA,2509 E RANDOLPH AVE,ALEXANDRIA,ALEXANDRIA (CITY),VA,223011135
CHITINA DIVERSIFIED -AMES 1 JV LLC,56302577.51,USA,821 N ST STE 204,ANCHORAGE,ANCHORAGE,AK,995013285
"STEAMPUNK, INC.",55694272.94,USA,1753 PINNACLE DR STE 900,MC LEAN,FAIRFAX,VA,221023844
AMI EXPEDITIONARY HEALTHCARE (USA) LLC,55237016.32,USA,12030 SUNRISE VALLEY DR STE 250,RESTON,FAIRFAX,VA,201913423
SENTRILLION CORPORATION,54800226.31,USA,1881 CAMPUS COMMONS DR STE 101,RESTON,FAIRFAX,VA,201911520
BOREALIS ENTERPRISES LLC,54287536.29,USA,7799 LEESBURG PIKE STE 700N,FALLS CHURCH,FAIRFAX,VA,220432441
"MIAMI WIIPICA, LLC",53189139.03,USA,1950 ROLAND CLARKE PL STE 210E,RESTON,FAIRFAX,VA,201911414
"TYONEK AIRCRAFT OVERHAUL, LLC",52174625.87,USA,1689 C ST STE 219,ANCHORAGE,ANCHORAGE,AK,995015131
GOVERNMENT ACQUISITIONS INC,51651480.73,USA,2060 READING ROAD,CINCINNATI,HAMILTON,OH,452021400
"ZEPHYR AVIATION, LLC",50691585.64,USA,318 LOIS LN,MINERAL,LOUISA,VA,231174497
TACTICAL INFRASTRUCTURE MAINTENANCE SOLUTIONS LLC,49300983.22,USA,1851 W 24TH ST STE 101,YUMA,YUMA,AZ,85364
"SIERRA NEVADA COMPANY, LLC",49204260.22,USA,12500 BELFORD AVE,ENGLEWOOD,DENVER,CO,801125939
"TECHOP SOLUTIONS INTERNATIONAL, INC.",48991255.63,USA,167 CHERRY HILL DR,STAFFORD,STAFFORD,VA,225563654
CONSTELLATION INC,48734025.2,USA,1400 MAYHURST BLVD,MC LEAN,FAIRFAX,VA,221022235
"MOTOROLA SOLUTIONS, INC.",48229279.9,USA,809 PINNACLE DR STE G,LINTHICUM HEIGHTS,ANNE ARUNDEL,MD,210902535
VISTA OUTDOOR SALES LLC,47598973.6,USA,1 VISTA WAY,ANOKA,ANOKA,MN,553036794
"KBR WYLE SERVICES, LLC",46355330.51,USA,22309 EXPLORATION DRIVE,LEXINGTON PARK,ST. MARY'S,MD,206532013
"DEPENDABLE HEALTH SERVICES, INC",45703117.89,USA,909 NE LOOP 410 STE 800,SAN ANTONIO,BEXAR,TX,782091311
"AXON ENTERPRISE, INC.",45219849.34,USA,17800 N 85TH ST,SCOTTSDALE,MARICOPA,AZ,852556311
NEXTGEN FEDERAL SYSTEMS LLC,44546479.37,USA,1399 STEWARTSTOWN RD STE 350,MORGANTOWN,MONONGALIA,WV,265050005
"INTEGRIWARD, LLC",43309871.44,USA,4203 GARDENDALE STREET SUITE C210,SAN ANTONIO,BEXAR,TX,782292202
"PANAMERICA COMPUTERS, INC.",43293982.04,USA,1386 BIG OAK RD,LURAY,PAGE,VA,228355233
CHARTIS CONSULTING CORPORATION,41369805.53,USA,"7900 WESTPARK DRIVE, SUITE A470",MCLEAN,FAIRFAX,VA,221024234
AMERICAN SYSTEMS CORPORATION,41102762.75,USA,14151 PARK MEADOW DR STE 500,CHANTILLY,FAIRFAX,VA,201514230
ATT MOBILITY LLC,40814846.52,USA,1025 LENOX PARK BLVD NE,ATLANTA,DEKALB,GA,303195309
"ARDENT MANAGEMENT CONSULTING, LLC",40633623.97,USA,1945 OLD GALLOWS RD STE 540B,VIENNA,FAIRFAX,VA,221823983
OGILVY PUBLIC RELATIONS WORLDWIDE LLC,40380085.99,USA,1111 19TH ST NW 10TH FL,WASHINGTON,DISTRICT OF COLUMBIA,DC,200363622
OMNIPLEX WORLD SERVICES CORPORATION,39877025.18,USA,13530 DULLES TECHNOLOGY DRIVE STE 500,HERNDON,FAIRFAX,VA,201714642
"24X7SYSTEMS, INC.",39171681.3,USA,100 BARTON PLACE,ALPHARETTA,FULTON,GA,300052578
TEYA ENTERPRISES LLC,38374770.96,USA,101 E 9TH AVENUE SUITE 9B,ANCHORAGE,ANCHORAGE,AK,99501
PATRIOT LLC,38124245.64,USA,9520 BERGER RD STE 212,COLUMBIA,HOWARD,MD,210463030
COASTAL CLINICAL & MANAGEMENT SERVICES INC,37973628.94,USA,919 CONESTOGA RD BLDG 3 STE 110,BRYN MAWR,DELAWARE,PA,190101352
CELLCO PARTNERSHIP,37717534.5,USA,1 VERIZON WAY,BASKING RIDGE,SOMERSET,NJ,79201025
"MA FEDERAL, INC.",37664690.82,USA,12030 SUNRISE VALLEY DR STE 300,RESTON,FAIRFAX,VA,201913447
"PRESIDENTIAL AVIATION, INC.",36939515.59,USA,1725 NW 51ST PL,FORT LAUDERDALE,BROWARD,FL,333092750
M. A. MORTENSON COMPANY,36269076.62,USA,700 MEADOW LN N,MINNEAPOLIS,HENNEPIN,MN,554224837
"AT&T ENTERPRISES, LLC",35904857.25,USA,7125 COLUMBIA GATEWAY DR,COLUMBIA,HOWARD,MD,210462552
"LIFECARE, INC",35330196,USA,2 ARMSTRONG RD,SHELTON,NAUGATUCK VALLEY,CT,64844735
"MARCOM GROUP, INC",35176061,USA,3975 FAIR RIDGE DR STE N175,FAIRFAX,FAIRFAX,VA,220332930
"GOTENNA, INC.",34852517.5,USA,81 WILLOUGHBY ST FL 4,BROOKLYN,KINGS,NY,112015232
DAVENPORT AVIATION INC,34520029.22,USA,1279 W 10TH ST STE 107,BLACKSTONE,NOTTOWAY,VA,238243071
ALLEGIANT FACILITY SERVICES JOINT VENTURE LLC,34301440.53,USA,4203 GARDENDALE ST,SAN ANTONIO,BEXAR,TX,782292202
SHUTTLE BUS LEASING,33516550.19,USA,1863 SERVICE CT,RIVERSIDE,RIVERSIDE,CA,925072341
AKIRA TECHNOLOGIES INC.,32164237.77,USA,10 G ST NE STE 710,WASHINGTON,DISTRICT OF COLUMBIA,DC,200024288
NIKSOFT SYSTEMS CORP.,31779986.15,USA,1984 ISAAC NEWTON SQ W STE 306A,RESTON,FAIRFAX,VA,201905038
"J.P. INDUSTRIES, INC.",31360148.27,USA,2851 N COUNTRY CLUB RD,TUCSON,PIMA,AZ,857161909
"ROCKWELL AMERICAN SERVICES, LTD.",30499443.61,USA,10849 NW QUAIL RD,TERREBONNE,DESCHUTES,OR,977609290
"GOVPLACE, LLC",29982546.53,USA,7315 WISCONSIN AVE STE 300,BETHESDA,MONTGOMERY,MD,208143202
ACT1 FEDERAL LLC,29880358.6,USA,900 WASHINGTON AVE STE 503,WACO,MCLENNAN,TX,767011226
"ELLUMEN, INC.",29520894.61,USA,1401 WILSON BLVD STE 1200,ARLINGTON,ARLINGTON,VA,222092317
"EQUINIX, INC.",29460552.75,USA,1 LAGOON DR,REDWOOD CITY,SAN MATEO,CA,940651562
CSRA LLC,29438579.57,USA,3170 FAIRVIEW PARK DR,FALLS CHURCH,FAIRFAX,VA,220424516
"RBEX, INC.",29410008.5,USA,2030 HOLMES RD,HOUSTON,HARRIS,TX,770451225
"TRAINING, REHABILITATION, & DEVELOPMENT INSTITUTE, INC.",29137741.05,USA,425 SOLEDAD STE 800,SAN ANTONIO,BEXAR,TX,782051520
GREENBRIER GOVERNMENT SOLUTIONS INC,29095354.2,USA,220 KOPPERSTON RD,OCEANA,WYOMING,WV,248705600
"TACTICAL MICRO, INC.",28460060.17,USA,3509 SHANNON PARK DR STE 103,FREDERICKSBURG,SPOTSYLVANIA,VA,224082377
"CHEROKEE NATION STRATEGIC PROGRAMS, L.L.C.",28261749.1,USA,"2 W. 2ND ST., STE 1500-28",TULSA,TULSA,OK,741033123
"ANASEC, INC.",26667617.49,USA,1311 COURTHOUSE RD,STAFFORD,STAFFORD,VA,225547233
TMC-TELESOLV,26053126.12,USA,4932 SHEPHERDS WAY DR,BATTLEBORO,EDGECOMBE,NC,278098936
"CYBERMEDIA TECHNOLOGIES, LLC",25475804.17,USA,1900 CAMPUS COMMONS DR STE 100,RESTON,FAIRFAX,VA,201911535
WIDEPOINT INTEGRATED SOLUTIONS CORP,25072118.96,USA,11250 WAPLES MILL RD STE 210,FAIRFAX,FAIRFAX,VA,220307400
"INDIGO IT, LLC",25015186.38,USA,1902 CAMPUS COMMONS DR STE 420,RESTON,FAIRFAX,VA,201913446
DIVERSIFIED PROTECTION CORP,24152825.9,USA,109 RIVER LANDING DR STE 300,DANIEL ISLAND,BERKELEY,SC,294927300
"NEW TECH SOLUTIONS, INC.",23194130.95,USA,4179 BUSINESS CENTER DR,FREMONT,ALAMEDA,CA,945386355
"SUMMIT POINT RACEWAY, ASSOCIATES, INC.",23006154.46,USA,201 MOTORSPORTS PARK CIR,SUMMIT POINT,JEFFERSON,WV,254463715
"BEN FITZGERALD REAL ESTATE SERVICES, L.L.C.",22973242.41,USA,100 INDEPENDENCE PLACE STE 222,TYLER,SMITH,TX,757031327
"AFFIGENT, LLC",22843934.18,USA,2553 DULLES VIEW DR STE 700,HERNDON,FAIRFAX,VA,201715226
"MAYVIN, INC.",22557042.02,USA,5285 SHAWNEE RD STE 300,ALEXANDRIA,FAIRFAX,VA,22312
"EAGLE HILL CONSULTING, LLC",22479587.76,USA,241 18TH ST S STE 615,ARLINGTON,ARLINGTON,VA,222023405
"EAP CONSULTANTS, LLC",22443835.77,USA,"1850 PKWY PL, STE 700",MARIETTA,COBB,GA,300678260
ASPETTO INC,22278508.92,USA,1691 EMANCIPATION HWY,FREDERICKSBURG,FREDERICKSBURG (CITY),VA,224014651
ILC ASTROSPACE LLC,22238358,USA,1 MOONWALKER RD,FREDERICA,KENT,DE,199462080
"PUYENPA SERVICES, LLC",22201441.99,USA,511 DUCKWATER FALLS RD,DUCKWATER,WHITE PINE,NV,893149800
BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC.,22085205.75,USA,520 GAITHER RD,ROCKVILLE,MONTGOMERY,MD,208506198
"ACTIVE DEPLOYMENT SYSTEMS, LLC",21899323.74,USA,280 HUGO RD,SAN MARCOS,HAYS,TX,786662537
"EDGE TECHNOLOGY DISTRIBUTORS, INC.",21240054.5,USA,2910 KERRY FOREST PKWY STE D4-12,TALLAHASSEE,LEON,FL,323096892
IT TECH DIRECT LLC,21114899.53,USA,2014 RENARD CT STE G,ANNAPOLIS,ANNE ARUNDEL,MD,214016766
COUNCIL FOR LOGISTICS RESEARCH INC,20952177.47,USA,1850 TOWERS CRESCENT PLZ STE 550,VIENNA,FAIRFAX,VA,221826239
SAN DIEGO GAS & ELECTRIC COMPANY,20679301.64,USA,8326 CENTURY PARK CT,SAN DIEGO,SAN DIEGO,CA,921231530
"MANAGED CARE ADVISORS, INC.",20554628.51,USA,7700 OLD GEORGETOWN RD,BETHESDA,MONTGOMERY,MD,208146231
"ACHIEVE HUMAN SERVICES, INC.",20353123.87,USA,3250 A E 40TH ST,YUMA,YUMA,AZ,853657748
"CHEROKEE NATION MANAGEMENT & CONSULTING, L.L.C..",19958416.21,USA,777 W CHEROKEE ST,CATOOSA,ROGERS,OK,740153235
"RED RIVER SCIENCE & TECHNOLOGY, LLC",19855911.8,USA,6302 SW OAKMONT,LAWTON,COMANCHE,OK,735059024
"CTG FEDERAL, LLC",19572446.32,USA,"1818 LIBRARY STREET, SUITE 500",RESTON,FAIRFAX,VA,201906274
HO-CHUNK SHARED SERVICES COMPANY,19496364.96,USA,818 ST AUGUSTINES DR,WINNEBAGO,THURSTON,NE,680715167
BLUE TECH INC.,19395024.59,USA,2251 SAN DIEGO AVE STE B155,SAN DIEGO,SAN DIEGO,CA,921102930
CAPITAL CENTER FOR CREDIBILITY ASSESSMENT CORPORATION,19011286.14,USA,4593 MALLARD POINT WAY UNIT 30,DUBLIN,PULASKI,VA,240846049
ALL NATIVE SYNERGIES COMPANY,18679682.17,USA,1 MISSION DR,WINNEBAGO,THURSTON,NE,680714900
"CCI FACILITY SUPPORT SERVICES, LLC",18454280.14,USA,111 W 16TH AVE STE 410,ANCHORAGE,ANCHORAGE,AK,995015169
DE LA PAZ CLEANING & RENTAL SERVICE LLC,18259304.81,USA,513 RODEO TRL,DEL RIO,VAL VERDE,TX,788410303
"KCORP RELIANCE COMPANY, INC.",17995866.84,USA,1603 COLLEGE RD,FAIRBANKS,FAIRBANKS NORTH STAR,AK,997094175
"CORPORATE SOURCE, INC THE",17679102.24,USA,1225 FRANKLIN AVE STE 335,GARDEN CITY,NASSAU,NY,115301659
TIGUA ENTERPRISES INC,17436619.19,USA,1025 WALL ST,EL PASO,EL PASO,TX,799151012
"TIGUA CONSTRUCTION SERVICES, INC",17158918.04,USA,12 LEIGH FISHER BLVD,EL PASO,EL PASO,TX,799065239
"PROFESSIONAL BULL RIDERS, LLC",17077938,USA,101 W RIVERWALK,PUEBLO,PUEBLO,CO,810033243
"MODERN TECHNOLOGY SOLUTIONS, INC.",16650352.85,USA,5285 SHAWNEE RD STE 400,ALEXANDRIA,FAIRFAX,VA,223122328
"ROCCOMAR, INC.",16607041.79,USA,2735 HARTLAND RD STE 204,FALLS CHURCH,FAIRFAX,VA,220433542
"ADVANCED TECHNOLOGY SYSTEMS COMPANY, INC. (OF VIRGINIA)",16576327.27,USA,2010 CORPORATE RDG STE 910,MC LEAN,FAIRFAX,VA,221027874
"BROWN POINT FACILITY MANAGEMENT SOLUTIONS, LLC",16336598.58,USA,614 GEORGE WASHINGTON HWY,LINCOLN,PROVIDENCE,RI,28654271
SAFE BOATS INTERNATIONAL LLC,15935067.27,USA,8800 BARNEY WHITE RD,BREMERTON,KITSAP,WA,983124921
"KEARNEY & COMPANY, P.C.",15849792,USA,1701 DUKE ST STE 500,ALEXANDRIA,ALEXANDRIA (CITY),VA,223143492
SINTELA INC,15752732.92,USA,1800 WEST LOOP S STE 345,HOUSTON,HARRIS,TX,770273294
KWR CONSTRUCTION INC,15624508.15,USA,76 N TEN POND PL,SIERRA VISTA,COCHISE,AZ,856358987
"ELDER RESEARCH, INC.",15595293.34,USA,701 E WATER ST STE 103,CHARLOTTESVILLE,CHARLOTTESVILLE (CITY),VA,229025499
"PROTECH SERVICES ALLIANCE USA, LLC",15514585.39,USA,"7925 JONES BRANCH DRIVE, STE 2300",MCLEAN,FAIRFAX,VA,221025300
SCIENTIFIC RESEARCH CORPORATION,15477457.5,USA,2300 WINDY RIDGE PKWY,ATLANTA,COBB,GA,303395665
"EAGLE HARBOR, LLC",15430313.28,USA,2702 DENALI ST,ANCHORAGE,ANCHORAGE,AK,995032747
"OMEGA BELT BUILT JOINT VENTURE, LLC",15331257.13,USA,2410 CERCA MADERA,SAN ANTONIO,BEXAR,TX,782593529
ESI ACQUISITION INC,15317391.23,USA,235 PEACHTREE ST NE STE 2300,ATLANTA,FULTON,GA,303031406
MIRACLE SYSTEMS LLC,15263857.89,USA,1621 N KENT STREET SUITE 1000,ARLINGTON,ARLINGTON,VA,222092132
PERATON RISK DECISION INC.,15122697.29,USA,1750 FOXTRAIL DR,LOVELAND,LARIMER,CO,805388834
METAPHASE CONSULTING LLC,15082327.78,USA,11911 FREEDOM DR STE 1010,RESTON,FAIRFAX,VA,201905629
GENCO GENERAL CONTRACTORS OF PUERTO RICO CORP.,14856651.55,USA,1402 CORINTH ST STE 113,DALLAS,DALLAS,TX,752152111
C SPEED LLC,14587153.15,USA,316 COMMERCE BLVD,LIVERPOOL,ONONDAGA,NY,130884511
SECURITY WATCH INC,14552501.7,USA,801 MYRTLE AVE,EL PASO,EL PASO,TX,799011599
"PRIMCORP, LLC",14133683.78,USA,1300 17TH ST N # 580,ARLINGTON,ARLINGTON,VA,222093811
GLOBAL MIRACLE SOLUTIONS LLC,13965609.78,USA,270 EAST 100 S,SALT LAKE CITY,SALT LAKE,UT,841111605
GULF SOUTH RESEARCH CORP,13945046.7,USA,8081 INNOVATION PARK DR,BATON ROUGE,EAST BATON ROUGE,LA,708207404
"RESOURCE MANAGEMENT CONCEPTS, INC.",13717706.12,USA,46970 BRADLEY BLVD STE B,LEXINGTON PARK,ST. MARY'S,MD,206532224
"MANAGEMENT SERVICES GROUP, INC.",13601737.85,USA,784 LYNNHAVEN PKWY,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234527315
"EMERGENT, LLC",13598331.83,USA,4525 MAIN ST,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234623375
"QUANTUM TECHNOLOGY SCIENCES, INC.",13528853.68,USA,1980 N ATLANTIC AVE STE 201,COCOA BEACH,BREVARD,FL,329313298
"ELBITAMERICA, INC.",13313995.18,USA,4700 MARINE CREEK PKWY,FORT WORTH,TARRANT,TX,761793505
AKIMA INFRASTRUCTURE PROTECTION LLC,13176494,USA,2553 DULLES VIEW DR,HERNDON,FAIRFAX,VA,201715228
ONEIDA ENGINEERING SOLUTIONS LLC,13079245.79,USA,2555 PACKERLAND DR,GREEN BAY,BROWN,WI,543135735
CENTRAL LAKE ARMOR EXPRESS INC,12988053.78,USA,7915 CAMERON ST,CENTRAL LAKE,ANTRIM,MI,496229458
"FS PARTNERS, LLP",12951904.03,USA,555 MIDDLE CREEK PKWY UNIT 120,COLORADO SPRINGS,EL PASO,CO,809213798
"LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC.",12934643.65,USA,931 14TH STE 1000 B,DENVER,DENVER,CO,802022994
"B3 CONSTRUCTION, INC",12916862.13,USA,2454 EDDING DR,LEMON GROVE,SAN DIEGO,CA,919453114
"ALEUT FACILITIES SUPPORT SERVICES, LLC",12862954.93,USA,5540 TECH CENTER DR,COLORADO SPRINGS,EL PASO,CO,809192331
ALTANA TECHNOLOGIES INC,12569290,USA,134 N 4TH ST,BROOKLYN,KINGS,NY,112493296
VAREX IMAGING CORP,12361950.55,USA,6811 SPENCER ST,LAS VEGAS,CLARK,NV,891194601
"GARUD TECHNOLOGY SERVICES, INC.",12329441.24,USA,8815 CENTRE PARK DR STE 320,COLUMBIA,HOWARD,MD,210452284
DEXTERA CORP,12215153.9,USA,5860 TRINITY PKWY STE 100,CENTREVILLE,FAIRFAX,VA,201201999
J & J MAINTENANCE INC,11961104.53,USA,7710 RIALTO BLVD STE 200,AUSTIN,TRAVIS,TX,787358575
LEXISNEXIS SPECIAL SERVICES INC,11665977.21,USA,1150 18TH ST NW,WASHINGTON,DISTRICT OF COLUMBIA,DC,200363820
"DAWSON SOLUTIONS, LLC",11587236.89,USA,4100 MARKET ST,HUNTSVILLE,MADISON,AL,358083012
FAIRWINDS TECHNOLOGIES LLC,11555497.6,USA,920 MELVIN RD,ANNAPOLIS,ANNE ARUNDEL,MD,21403
IMPYRIAN LLC,11281309.26,USA,8115 MAPLE LAWN BLVD STE 260,FULTON,HOWARD,MD,207592681
"COLEMAN PROFESSIONAL SERVICES, INC.",11240358.45,USA,5982 RHODES RD,KENT,PORTAGE,OH,442408100
"TYONEK SERVICES OVERHAUL FACILITY-STENNIS, LLC",11119036.77,USA,7095 ROSCOE TURNER RD,KILN,HANCOCK,MS,395568049
SWISH DATA CORPORATION,11106177.11,USA,1420 SPRING HILL RD,MC LEAN,FAIRFAX,VA,221023006
"KOMAN SUSTAINABLE SOLUTIONS, LLC",11036897.94,USA,2700 GAMBELL ST STE 401,ANCHORAGE,ANCHORAGE,AK,995032833
